nkd2007,naziv_opcine,oib,mbs,status,sud_id_nadlezan,sud_id_sluzba,postupak,ino_podruznica,stecajna_masa,likvidacijska_masa,datum_osnivanja,datum_brisanja,sud_id_brisanja,tvrtka_kod_brisanja,poslovni_broj_brisanja,mb,glavna_djelatnost,glavna_podruznica_rbr,mbs_brisanog_subjekta,sifra_zupanije,naziv_zupanije,sifra_opcine,sifra_naselja,naziv_naselja,sifra_ulice,ulica,kucni_broj,kucni_podbroj,drzava_id,naselje_van_sifrarnika,postanski_broj,ime,name,nkd2002,county,municip,size,owner_type,owner_source,cap_source,emp_hour,month_work,revenue_2021,revenue_2022,profit_2021,profit_2022,asset_2021,asset_2022,population_total,nkd2007_name
4791,Draž,28646355258,30244049,1,3,3,1,0,0,0,2021-04-08T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,49450,Podolje,494500001,Glavna,109,,,,31303,Herbie j. d. o. o.,HERBIE J. D. O. O.,00000,14,91,1,21,1,100,0,12,13312,145805,-781,71018,13475,78272,1949,47.91 Retail sale via mail order houses or via Internet
4791,Kneževi Vinogradi,64385892519,30145000,1,3,3,1,0,0,0,2014-04-02T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580003,Nikole Tesle,1,B,,,,MP-PRO d.o.o.,MP-PRO D.O.O.,52610,14,195,1,21,1,100,1,12,819413,1110752,6093,31858,295994,344393,3357,47.91 Retail sale via mail order houses or via Internet
4799,Bilje,88607313040,30173669,1,3,3,1,0,0,0,2016-05-11T22:00:00Z,,,,,4556488,4799,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,ComVin Agro d.o.o.,PET SOLUTION D.O.O.,52630,14,312,1,21,1,0,0,12,,120000,-2604,4422,1,410,4772,"47.99 Other retail sale not in stores, stalls or markets"
4799,Draž,82418919416,30176454,1,3,3,1,0,0,0,2016-07-31T22:00:00Z,,,,,4583132,4799,,,14,Osječko-baranjska županija,914,1589,Batina,15890015,Planina zapad,139,,55,,,La Vida Harmony d.o.o.,LA VIDA HARMONY D.O.O.,52630,14,91,1,21,1,0,1,12,1024841,147306,809840,23752,2870189,6874650,1949,"47.99 Other retail sale not in stores, stalls or markets"
4932,Bilje,83962705243,30221679,1,3,3,1,0,0,0,2019-07-28T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,35,,55,,,D.G.MURSA PRIJEVOZ j.d.o.o.,D.G.MURSA PRIJEVOZ J.D.O.O.,00000,14,21,1,21,1,100,3,12,237664,193340,-67319,-72772,105036,37373,4772,49.32 Taxi operation
4932,Bilje,92657500221,81244830,1,3,3,1,0,0,0,2019-05-19T22:00:00Z,,,,,5107890,4932,,,14,Osječko-baranjska županija,213,2925,Bilje,29250015,Blatna ulica,37,,55,,,AUTO 10391 j.d.o.o.,AUTO 10391 J.D.O.O.,00000,14,21,1,21,1,100,1,12,236206,3846,-9392,-13480,4736,13737,4772,49.32 Taxi operation
4941,Bilje,15937235455,30088212,1,3,3,1,0,0,0,2006-08-01T22:00:00Z,,,,,2106752,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250029,Savska ulica,14,,,,,NEMO d.o.o.,NEMO D.O.O.,60240,14,21,1,21,1,100,12,12,4164598,4961367,573271,278205,1817337,3298914,4772,49.41 Freight transport by road
4941,Bilje,25955810287,30167927,1,3,3,1,0,0,0,2015-12-15T23:00:00Z,,,,,4473248,4941,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,,,,PETERS AUTO LOGISTIK d.o.o.,PETERS AUTO LOGISTIK D.O.O.,60240,14,21,1,21,1,0,4,12,2828439,3589548,36970,175426,643033,746843,4772,49.41 Freight transport by road
4941,Draž,22800285239,30126855,1,3,3,1,0,0,0,2013-01-14T23:00:00Z,,,,,2960702,4941,,,14,Osječko-baranjska županija,914,1589,Batina,15890020,Vladimira Nazora,55,,55,,,OP-SA LOGISTIKA d.o.o.,OP-SA LOGISTIKA D.O.O.,60240,14,91,2,21,1,100,12,12,9405477,11729557,893733,850874,5969225,7278841,1949,49.41 Freight transport by road
4941,Draž,75031571498,30241405,1,3,3,1,0,0,0,2021-02-02T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,15377,Duboševica,153770001,Trg hrvatske mladeži,10,,,,,FELIX WOOF j.d.o.o.,FELIX WOOF J.D.O.O.,00000,14,91,1,21,1,100,1,12,114630,168344,-19164,2014,61361,72260,1949,49.41 Freight transport by road
4941,Erdut,19556687767,40295877,1,3,3,1,0,0,0,2013-02-05T23:00:00Z,,,,,2977346,4941,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970017,Petra Kovčalije Pere,87,,55,,,B.K. LOGISTIKA d. o. o.,B.K. LOGISTIKA D.O.O.,60240,14,110,1,21,1,100,6,12,2830726,3530288,57271,71782,1384789,2023272,5436,49.41 Freight transport by road
4941,Erdut,25410115705,30234762,1,3,3,1,0,0,0,2020-08-11T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970037,Hrvatskih gardista,11,,,,,DANILO TRANSPORT j.d.o.o.,DANILO TRANSPORT J.D.O.O.,00000,14,110,1,21,1,100,1,12,184520,543820,19287,234773,79431,310948,5436,49.41 Freight transport by road
4941,Erdut,32072992847,30204003,1,3,3,1,0,0,0,2018-05-10T22:00:00Z,,,,,4915585,4941,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010010,Vladimira Nazora,38,,,,,TRANSPORT MIŠANOVIĆ j.d.o.o.,TRANSPORT MIŠANOVIĆ J.D.O.O.,00000,14,110,1,21,1,100,1,12,384744,398037,-29671,39991,217605,208151,5436,49.41 Freight transport by road
4941,Erdut,43073101981,30228258,1,3,3,1,0,0,0,2019-12-22T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970009,Boška Paradžika,53,,55,,,VD logistic j.d.o.o.,VD LOGISTICA J.D.O.O.,00000,14,110,1,21,1,100,3,12,335019,94486,-157630,-163481,487373,457538,5436,49.41 Freight transport by road
4941,Erdut,49788784077,30241472,1,3,3,1,0,0,0,2021-02-02T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970031,Hrvatske Republike,11,,,,,AGRO-EKO-TRANS d.o.o.,AGRO-EKO-TRANS D.O.O.,00000,14,110,1,21,1,100,2,12,902142,4868596,-103671,291500,2330560,13469285,5436,49.41 Freight transport by road
4941,Erdut,64106146321,30247515,1,3,3,1,0,0,0,2021-06-24T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970016,Kardinala Alojzija Stepinca,25,,,,,A2B LOGISTICS d.o.o.,A2B LOGISTICS J.D.O.O.,00000,14,110,1,21,1,50,1,12,4511,3425198,-37308,831119,126103,2239760,5436,49.41 Freight transport by road
4941,Erdut,64442697271,30220250,1,3,3,1,0,0,0,2019-06-20T22:00:00Z,,,,,5131871,4941,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970009,Boška Paradžika,79,,,,,KAVELJ PRIJEVOZI j.d.o.o.,KAVELJ PRIJEVOZI J.D.O.O.,00000,14,110,1,21,1,100,0,12,3493,1091372,-85107,235100,144332,639698,5436,49.41 Freight transport by road
4941,Erdut,66119661297,30037397,1,3,3,1,0,0,0,1996-11-06T23:00:00Z,,,,,1236245,,,,14,Osječko-baranjska županija,1104,2801,Bijelo Brdo,28010016,Zlatni prag,23,,55,,,ZELINAC COMMERCE d.o.o.,ZELINAC COMMERCE D.O.O.,60240,14,110,1,21,1,100,8,12,798144,462482,64310,-95364,178107,333803,5436,49.41 Freight transport by road
4941,Kneževi Vinogradi,58697942194,30121416,1,3,3,1,0,0,0,2012-05-20T22:00:00Z,,,,,2879778,4941,,,14,Osječko-baranjska županija,1953,61743,Suza,617430004,Petefi Šandora,19,,55,,,ROŽA TRANSPORT d.o.o.,ROŽA TRANSPORT D.O.O.,60240,14,195,2,21,1,100,11,12,14214376,35451422,281478,2205626,10276446,14073514,3357,49.41 Freight transport by road
4941,Kneževi Vinogradi,92414997764,30022096,1,3,3,1,0,0,0,1992-09-27T23:00:00Z,,,,,1209957,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,138,,,,,PALKO-COMMERCE d.o.o.,PALKO COMMERCE D.O.O,60240,14,195,1,21,1,100,0,12,,,-3834,-4681,153661,152648,3357,49.41 Freight transport by road
5010,Bilje,12956225165,60389293,1,3,3,1,0,0,0,2018-06-18T22:00:00Z,,,,,4938151,5010,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,7,,55,,,HAPPY SAILOR d.o.o.,HAPPY SAILOR D.O.O.,00000,14,21,1,21,1,0,0,12,868456,2392285,-160959,513055,4990626,4945031,4772,50.10 Sea and coastal passenger water transport
5040,Draž,71350154056,30170914,1,3,3,1,0,0,0,2016-03-06T23:00:00Z,,,,,4517555,5040,,,14,Osječko-baranjska županija,914,1589,Batina,15890019,Trg slobode,10,,55,,,DANUBE PARTNER d.o.o.,DANUBE PARTNER D.O.O.,61200,14,91,1,21,1,100,5,12,740199,1452366,29664,3768,2349184,2758875,1949,50.40 Inland freight water transport
5210,Draž,56250337094,30076467,1,3,3,1,0,0,0,2003-07-15T22:00:00Z,,,,,1749137,5210,,,14,Osječko-baranjska županija,914,1589,Batina,15890006,Srednja,6,,,,,ASSIST-TREND PAPIR d.o.o.,ASSIST-TREND PAPIR D.O.O.,63120,14,91,1,21,1,100,3,12,2282522,2567168,39057,10028,1273008,1191086,1949,52.10 Warehousing and storage
5229,Draž,58506796953,30256077,1,3,3,1,0,0,0,2022-01-27T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,15377,Duboševica,153770007,30. svibnja,18,,,,,VORTEX ŠPED d.o.o.,VORTEX ŠPED D.O.O.,00000,14,91,1,21,1,100,0,12,,518823,,-30783,,43428,1949,52.29 Other transportation support activities
5320,Erdut,23472616235,30045959,1,3,3,1,0,0,0,1997-03-09T23:00:00Z,,,,,1273809,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970026,Planinska,58,,,,,ZOLOTA d.o.o.,ZOLOTA D.O.O.,00000,14,110,1,21,1,100,1,12,179354,92943,-40020,4367,102490,91154,5436,53.20 Other postal and courier activities
5510,Bilje,34938943845,30242133,1,3,3,1,0,0,0,2021-02-22T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,36471,Lug,364710003,Ulica Šandora Petefija,64,,,,,HOTEL LUG d.o.o.,HOTEL LUG D.O.O.,00000,14,21,1,21,1,100,7,12,948880,1794490,-142730,2895,250801,519976,4772,55.10 Hotels and similar accommodation
5510,Bilje,61925147453,30132677,1,3,3,1,0,0,0,2013-05-19T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040009,Ulica Šandora Petefija,93,,,,,DIDIN KONAK d.o.o.,DIDIN KONAK D.O.O.,55100,14,21,1,21,1,25,11,12,4043638,5394091,545376,420141,2450634,2890101,4772,55.10 Hotels and similar accommodation
5510,Erdut,36341122064,30105906,1,3,3,1,0,0,0,2009-11-19T23:00:00Z,,,,,2582970,5520,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080004,Trg braće Radića,8,,55,,,DVORAC ALJMAŠ d.o.o.,DVORAC ALJMAŠ D.O.O.,00000,14,110,1,21,1,100,0,12,,,,,7128276,7177211,5436,55.10 Hotels and similar accommodation
5520,Bilje,07671821484,30086250,1,3,3,1,0,0,0,2006-02-28T23:00:00Z,,,,,2046393,,,,14,Osječko-baranjska županija,213,2925,Bilje,,Ulica baranjske noći,3,,,,,BARANJSKE NOĆI d.o.o.,BARANJSKE NOĆI D.O.O.,55231,14,21,1,21,1,100,0,12,,,-1291,743,748141,748141,4772,55.20 Holiday and other short-stay accommodation
5520,Bilje,07947435755,30226842,1,3,3,1,0,0,0,2020-01-09T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250018,Ulica Vatroslava Lisinskog,26,,55,,,FEEL CROATIA d.o.o.,FEEL CROATIA D.O.O. ZA TURIZAM I USLUGE,00000,14,312,1,21,1,100,0,12,179638,647113,26248,30381,678525,1017256,4772,55.20 Holiday and other short-stay accommodation
5520,Bilje,14101221310,30002313,1,3,3,1,0,0,0,1993-04-01T22:00:00Z,,,,,292826,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250034,Vinogradska ulica,13,,55,,,VRATA BARANJE d.o.o.,VRATA BARANJE D.O.O.,55231,14,21,1,21,1,100,0,12,253706,444918,17053,73820,911945,915596,4772,55.20 Holiday and other short-stay accommodation
5520,Bilje,21493294786,30020927,1,3,3,1,0,0,0,1994-10-10T23:00:00Z,,,,,828653,7311,,,14,Osječko-baranjska županija,213,2925,Bilje,29250049,Orlov put,41,,55,,,ROMULIĆ d.o.o.,ROMULIĆ D.O.O.,00000,14,21,1,21,1,100,2,12,727016,592428,142923,122369,980365,797282,4772,55.20 Holiday and other short-stay accommodation
5520,Bilje,59781739396,30121906,1,3,3,1,0,0,0,2012-06-20T22:00:00Z,,,,,2890119,5520,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040016,Perešfeld,2,,55,,,CAPISTRO d.o.o.,CAPISTRO D.O.O,55231,14,21,1,21,1,100,0,12,99884,86977,526,4752,31200,51163,4772,55.20 Holiday and other short-stay accommodation
5520,Bilje,71563849442,30248892,1,3,3,1,0,0,0,2021-07-28T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040003,Ulica Ferenca Kiša,15,,,,,TIFK j.d.o.o.,TIFK J.D.O.O.,00000,14,21,1,21,1,100,0,12,,,-1482,-951,528,577,4772,55.20 Holiday and other short-stay accommodation
5520,Kneževi Vinogradi,55158133969,30186533,1,3,3,1,0,0,0,2017-04-06T22:00:00Z,,,,,4707630,5520,,,14,Osječko-baranjska županija,1953,61743,Suza,617430002,Maršala Tita,101,,,,,MUCI d.o.o.,MUCI D.O.O.,55231,14,195,1,21,1,0,0,12,78584,81248,-27599,-29093,744693,660658,3357,55.20 Holiday and other short-stay accommodation
5520,Kneževi Vinogradi,57078497775,30217970,1,3,3,1,0,0,0,2019-05-05T22:00:00Z,,,,,5095883,5520,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580004,Petefi Šandora,1,C,,,,LA SORELLA j.d.o.o.,LA SORELLA J.D.O.O.,00000,14,195,1,21,1,100,0,12,33244,96565,4456,43343,131973,142235,3357,55.20 Holiday and other short-stay accommodation
5520,Kneževi Vinogradi,61155520044,30116011,1,3,3,1,0,0,0,2011-08-25T22:00:00Z,,,,,2793318,5520,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970009,Ul. 8. marta,47,,55,,,N.E.S.T. d.o.o.,N.E.S.T. D.O.O.,55231,14,195,1,21,1,0,0,12,18660,15476,-52833,-63355,848393,804345,3357,55.20 Holiday and other short-stay accommodation
5520,Kneževi Vinogradi,67789881313,30081528,1,3,3,1,0,0,0,2004-12-21T23:00:00Z,,,,,1897012,,,,14,Osječko-baranjska županija,1953,73431,Zmajevac,734310002,Maršala Tita,139,,,,,ZEUS d.o.o.,ZEUS D.O.O.,55231,14,195,1,21,1,0,0,12,,655,-560,639,55986,56006,3357,55.20 Holiday and other short-stay accommodation
5520,Kneževi Vinogradi,68444052434,30109364,1,3,3,1,0,0,0,2010-07-29T22:00:00Z,,,,,2671557,5520,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580006,Kolodvorska,83,,55,,,AGRIA-LOV d.o.o.,AGRIA-LOV D.O.O.,55231,14,195,1,21,1,100,1,12,162527,123472,-102237,-92358,162781,177339,3357,55.20 Holiday and other short-stay accommodation
5530,Bilje,15291872971,30179456,1,3,3,1,0,0,0,2016-10-24T22:00:00Z,,,,,4621239,5530,,,14,Osječko-baranjska županija,213,2925,Bilje,29250014,Vukovarska ulica,39,,55,,,L.D.Seashell d.o.o.,L.D. SEASHELL D.O.O.,55220,14,21,1,21,1,100,0,12,127809,385036,-59579,66100,192769,53614,4772,"55.30 Camping grounds, recreational vehicle parks and trailer parks"
5590,Kneževi Vinogradi,79252450738,30251056,1,3,3,1,0,0,0,2021-09-23T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,31046,Kotlina,310460001,Glavna,68,,,,,EKO TURIST d.o.o.,EKO TURIST D.O.O.,00000,14,195,1,21,1,100,0,12,,,-7331,-10845,12701,36608,3357,55.90 Other accommodation
5610,Bilje,56610630426,30022166,1,3,3,1,0,0,0,1996-04-21T22:00:00Z,,,,,1198629,,,,14,Osječko-baranjska županija,213,67237,Vardarac,672370011,Ulica Šandora Petefija,39,,,,,VARDARČANKA d.o.o.,VARDARČANKA D.O.O.,00000,14,21,1,21,1,100,11,12,1949260,2916009,-50502,319680,595885,912388,4772,56.10 Restaurants and mobile food service activities
5610,Bilje,72045516382,30226596,1,3,3,1,0,0,0,2019-11-18T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,9,,55,,,TITIK UGO j.d.o.o.,TITIK UGO J.D.O.O.,00000,14,21,1,21,1,100,3,12,567399,1020244,-97416,25076,281523,210423,4772,56.10 Restaurants and mobile food service activities
5610,Bilje,81624450665,30268424,1,3,3,1,0,0,0,2022-11-14T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040007,Ribarska ulica,1,,55,,,RIBARSKA 1 d.o.o.,RIBARSKA 1 D.O.O.,00000,14,21,1,21,1,100,0,2,,,,-3116,,16884,4772,56.10 Restaurants and mobile food service activities
5610,Bilje,99433800353,30185498,1,3,3,1,0,0,0,2017-03-22T23:00:00Z,,,,,4698363,5610,,,14,Osječko-baranjska županija,213,2925,Bilje,29250024,Ribarska ulica,39,,,,,FONTE d.o.o.,FONTE D.O.O,55300,14,21,1,21,1,100,0,12,,,-1606,-1641,38281,36645,4772,56.10 Restaurants and mobile food service activities
5610,Erdut,40392307650,30259227,1,3,3,1,0,0,0,2022-04-11T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970004,Gorana Mihaljevića,1,A,,,,LEILA NEKRETNINE d.o.o.,LEILA NEKRETNINE D.O.O.,00000,14,110,1,21,1,100,0,9,,,,-59674,,4324503,5436,56.10 Restaurants and mobile food service activities
5610,Erdut,56080071081,30185641,1,3,3,1,0,0,0,2017-03-22T23:00:00Z,,,,,4697871,5610,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970005,Braće Radića,23,,,,,ČIKL j.d.o.o.,ČIKL J.D.O.O.,55300,14,110,1,21,1,100,18,12,2840166,4027730,9547,545767,645448,1087838,5436,56.10 Restaurants and mobile food service activities
5610,Kneževi Vinogradi,09613428058,30107897,1,3,3,1,0,0,0,2010-03-30T22:00:00Z,,,,,2631270,5610,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970001,Glavna,96,,55,,,B.I.B. d.o.o.,B.I.B. D.O.O.,55300,14,195,1,21,1,100,4,12,412205,490936,3095,-40814,10529,9775,3357,56.10 Restaurants and mobile food service activities
5610,Kneževi Vinogradi,96694792087,30182758,1,3,3,1,0,0,0,2017-01-19T23:00:00Z,,,,,4660277,5610,,,14,Osječko-baranjska županija,1953,61743,Suza,617430002,Maršala Tita,101,,,,,PIROŠ ČIZMA d.o.o.,PIROŠ ČIZMA D.O.O.,55300,14,195,1,21,1,0,6,12,1179682,1436883,-203030,-33210,624968,794927,3357,56.10 Restaurants and mobile food service activities
5630,Bilje,05554776362,30130290,1,3,3,1,0,0,0,2013-03-20T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,1,B,55,,,HRAMOVNIK d.o.o.,HRAMOVNIK D.O.O.,00000,14,21,1,21,1,100,2,12,384535,455908,32294,-68880,103042,53006,4772,56.30 Beverage serving activities
5630,Bilje,18771388423,30169676,1,3,3,1,0,0,0,2016-02-08T23:00:00Z,,,,,4498151,5630,,,14,Osječko-baranjska županija,213,30104,Kopačevo,301040009,Ulica Šandora Petefija,15,,,,,NIMROD d.o.o.,NIMROD D.O.O.,55400,14,21,1,21,1,100,3,12,342273,472719,9299,15169,40269,46627,4772,56.30 Beverage serving activities
5630,Bilje,65871727736,30251030,1,3,3,1,0,0,0,2021-09-23T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,2,,,,,D-5 j.d.o.o.,D-5 J.D.O.O.,00000,14,21,1,21,1,100,3,12,84142,286209,3439,681,21044,72660,4772,56.30 Beverage serving activities
5630,Draž,82913168908,30201481,1,3,3,1,0,0,0,2018-03-25T22:00:00Z,,,,,4887123,5630,,,14,Osječko-baranjska županija,914,14770,Draž,147700007,Dunavska,73,,,,,DEJO j.d.o.o.,DEJO J.D.O.O,00000,14,91,1,21,1,100,0,12,318400,232318,39287,-8824,86013,76358,1949,56.30 Beverage serving activities
5630,Draž,85399442234,30144630,1,3,3,1,0,0,0,2014-03-26T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,65200,Topolje,652000001,Republike,26,,55,,,KATICA j.d.o.o.,KATICA J.D.O.O.,55400,14,91,1,21,1,100,1,12,168285,243872,-2852,-6461,12705,12887,1949,56.30 Beverage serving activities
5630,Erdut,07098213894,30098613,1,3,3,1,0,0,0,2008-06-18T22:00:00Z,,,,,2394847,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970003,Bana Josipa Jelačića,23,,55,,,ĆOŠAK d.o.o.,ĆOŠAK D.O.O.,55400,14,110,1,21,1,100,2,12,199117,115584,58982,-94865,458,1,5436,56.30 Beverage serving activities
5630,Erdut,16420883135,30097359,1,3,3,1,0,0,0,2008-04-07T22:00:00Z,,,,,2363950,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970016,Kardinala Alojzija Stepinca,17,,,,,DUVNJAK d.o.o.,DUVNJAK D.O.O.,55400,14,110,1,21,1,100,3,12,677825,1094907,101059,103272,385812,464947,5436,56.30 Beverage serving activities
5630,Erdut,24524094605,30186451,1,3,3,1,0,0,0,2017-04-06T22:00:00Z,,,,,4706528,5630,,,14,Osječko-baranjska županija,1104,108,Aljmaš,,Aljmaš planina,7,,,,,SLOBODA j.d.o.o.,SLOBODA J.D.O.O.,55400,14,110,1,21,1,100,1,12,,,-925,-881,1091,1209,5436,56.30 Beverage serving activities
5630,Erdut,25789892291,30263252,1,3,3,1,0,0,0,2022-07-19T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,16446,Erdut,164460019,Naselje Zrinskih Frankopana,118,,,,,ANZVON j.d.o.o.,ANZVON J.D.O.O.,00000,14,110,1,21,1,100,0,5,,208042,,58599,,170694,5436,56.30 Beverage serving activities
5630,Kneževi Vinogradi,23950717832,30172338,1,3,3,1,0,0,0,2016-04-13T22:00:00Z,,,,,4531892,5630,,,14,Osječko-baranjska županija,1953,27758,Karanac,277580002,Ive Lole Ribara,27,,,,,TRI MUDRACA d.o.o.,TRI MUDRACA D.O.O. ZA USLUGE U TURIZMU,55400,14,195,1,21,1,100,3,12,607798,678752,222558,139637,886285,835352,3357,56.30 Beverage serving activities
5630,Kneževi Vinogradi,40537606435,30050152,1,3,3,1,0,0,0,1997-05-26T22:00:00Z,,,,,1327275,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970009,Ul. 8. marta,18,,,,,POLLEO d.o.o.,POLLEO D.O.O.,55400,14,195,1,21,1,100,3,12,337502,299939,-5457,-185383,108666,33398,3357,56.30 Beverage serving activities
5630,Kneževi Vinogradi,43000783294,30260090,1,3,3,1,0,0,0,2022-05-01T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1953,61743,Suza,617430004,Petefi Šandora,31,,,,,PERFEKT UGOSTITELJSTVO j.d.o.o.,PERFEKT UGOSTITELJSTVO J.D.O.O.,00000,14,195,1,21,1,100,0,8,,322388,,-28022,,34845,3357,56.30 Beverage serving activities
5630,Kneževi Vinogradi,79049338114,30073761,1,3,3,1,0,0,0,2002-08-29T22:00:00Z,,,,,1657801,,,,14,Osječko-baranjska županija,1953,29297,Kneževi Vinogradi,292970005,Ulica Hrvatske Republike,12,,,,,SVALINA d.o.o.,SVALINA D.O.O.,55400,14,195,1,21,1,100,5,12,810750,1030734,111558,124632,235642,194035,3357,56.30 Beverage serving activities
6201,Bilje,25615804295,30266074,1,3,3,1,0,0,0,2022-09-29T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,3,,,,31327,Intelligentia d. o. o.,INTELLIGENTIA D.O.O.,00000,14,21,1,21,1,100,0,4,,268222,,164534,,219994,4772,62.01 Computer programming activities
6312,Draž,63505067557,30268221,1,3,3,1,0,0,0,2022-11-13T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,914,14770,Draž,147700009,Planinska,57,,,,31305,SKITNICE d.o.o.,SKITNICE D.O.O.,00000,14,91,1,21,1,100,0,1,,18399,,,,90323,1949,63.12 Web portals
6312,Draž,88864833451,30122101,1,3,3,1,0,0,0,2012-07-04T22:00:00Z,,,,,2895005,6312,,,14,Osječko-baranjska županija,914,1589,Batina,15890020,Vladimira Nazora,5,,55,Draž,,KLIKTRONIK d.o.o.,KLIKTRONIK D.O.O.,72400,14,91,1,21,1,100,6,12,3609691,5840210,2299,107647,1213902,1304554,1949,63.12 Web portals
6820,Bilje,93279409125,30265070,1,3,3,1,0,0,0,2022-09-12T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250026,Ulica kralja Tomislava,20,,,,,TI CENTAR d.o.o.,TI CENTAR D.O.O.,00000,14,21,1,21,1,0,0,3,,,,-4106,,17083,4772,68.20 Rental and operating of own or leased real estate
6820,Erdut,81965090414,30267608,1,3,3,1,0,0,0,2022-10-30T23:00:00Z,,,,,,,,,14,Osječko-baranjska županija,1104,10197,Dalj,101970005,Braće Radića,23,,,,,STARI MLIN DALJ d.o.o.,STARI MLIN DALJ D.O.O.,00000,14,110,1,21,1,100,0,2,,,,,,20000,5436,68.20 Rental and operating of own or leased real estate
6831,Bilje,86757305331,30266808,1,3,3,1,0,0,0,2022-10-13T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250030,Ulica Šandora Petefija,109,,55,,,CIKLONIZACIJA LOGISTIKA REAL ESTATE d.o.o.,CIKLONIZACIJA LOGISTIKA REAL ESTATE DOO,00000,14,21,1,21,1,0,0,3,,,,-33275,,5486775,4772,68.31 Real estate agencies
6831,Erdut,49247824995,80765739,1,3,3,1,0,0,0,2011-06-06T22:00:00Z,,,,,2769972,6831,,,14,Osječko-baranjska županija,1104,108,Aljmaš,1080005,Ušće,72,,55,,,PETNAEST d.o.o.,PETNAEST D.O.O.,70310,14,110,1,21,1,100,1,12,275922,118187,-153524,-55826,624827,1118934,5436,68.31 Real estate agencies
6910,Bilje,25411384255,30251755,1,3,3,1,0,0,0,2021-10-10T22:00:00Z,,,,,,,,,14,Osječko-baranjska županija,213,2925,Bilje,29250034,Vinogradska ulica,17,,,,,FINANCIJE LB d.o.o.,FINANCIJE LB D.O.O.,00000,14,21,1,21,1,100,0,12,,290000,,153954,,210272,4772,69.10 Legal activities
6910,Bilje,97087897346,30200807,1,3,3,1,0,0,0,2018-03-11T23:00:00Z,,,,,4877764,6910,,,14,Osječko-baranjska županija,213,2925,Bilje,29250034,Vinogradska ulica,17,,,,,FINANCIJE j.d.o.o.,FINANCIJE J.D.O.O.,00000,14,21,1,21,1,100,0,12,487700,77600,335652,10934,518246,238564,4772,69.10 Legal activities
